XXX ; /tmp/gals-1626848901/ ; 50-110% ; 600 ; 10 ; 40 ; 50000 ; 6000000 ; 240211 ; 110 ;    2.23 ;    2.44 ; 6654;0.11 ; 414;0.17 ; 51334;0.86 
XXX ; /tmp/gals-1626849505/ ; 50-110% ; 600 ; 10 ; 50 ; 50000 ; 6000000 ; 300033 ; 113 ;    1.91 ;    2.27 ; 2027;0.03 ; 819;0.27 ; 62390;1.04 
XXX ; /tmp/gals-1626850109/ ; 50-110% ; 600 ; 10 ; 50 ; 50000 ; 6000000 ; 300026 ; 116 ;    2.24 ;    2.23 ; 1701;0.03 ; 826;0.28 ; 61189;1.02 
XXX ; /tmp/gals-1626850713/ ; 50-110% ; 600 ; 10 ; 50 ; 50000 ; 6000000 ; 299991 ; 119 ;    2.02 ;    2.18 ; 1216;0.02 ; 814;0.27 ; 59152;0.99 
XXX ; /tmp/gals-1626851317/ ; 50-110% ; 600 ; 10 ; 50 ; 50000 ; 6000000 ; 300043 ; 111 ;    1.82 ;    2.29 ; 2284;0.04 ; 830;0.28 ; 62297;1.04 
XXX ; /tmp/gals-1626851921/ ; 50-110% ; 600 ; 10 ; 50 ; 50000 ; 6000000 ; 300014 ; 122 ;    1.93 ;    2.22 ; 1483;0.02 ; 870;0.29 ; 61098;1.02 
XXX ; /tmp/gals-1626852525/ ; 50-110% ; 600 ; 10 ; 100 ; 50000 ; 6000000 ; 600071 ; 118 ;    1.81 ;    2.43 ; 2042;0.03 ; 2669;0.44 ; 104059;1.73 
XXX ; /tmp/gals-1626853129/ ; 50-110% ; 600 ; 10 ; 100 ; 50000 ; 6000000 ; 601089 ; 126 ;    2.07 ;    2.90 ; 12535;0.21 ; 2654;0.44 ; 103460;1.72 
XXX ; /tmp/gals-1626853734/ ; 50-110% ; 600 ; 10 ; 100 ; 50000 ; 6000000 ; 600074 ; 122 ;    2.00 ;    2.62 ; 1931;0.03 ; 2580;0.43 ; 103221;1.72 
XXX ; /tmp/gals-1626854338/ ; 50-110% ; 600 ; 10 ; 100 ; 50000 ; 6000000 ; 600050 ; 111 ;    1.79 ;    2.55 ; 1977;0.03 ; 2487;0.41 ; 103742;1.73 
XXX ; /tmp/gals-1626854942/ ; 50-110% ; 600 ; 10 ; 100 ; 50000 ; 6000000 ; 600046 ; 104 ;    1.87 ;    2.45 ; 1737;0.03 ; 2425;0.40 ; 104174;1.74 
XXX ; /tmp/gals-1626855546/ ; 50-110% ; 600 ; 10 ; 10 ; 10000 ; 6000000 ; 59990 ; 588 ;    2.23 ;    2.19 ; 243;0.00 ; 0;0.00 ; 18454;0.31 
XXX ; /tmp/gals-1626856150/ ; 50-110% ; 600 ; 10 ; 10 ; 10000 ; 6000000 ; 59995 ; 581 ;    1.87 ;    2.17 ; 312;0.01 ; 0;0.00 ; 19693;0.33 
XXX ; /tmp/gals-1626856754/ ; 50-110% ; 600 ; 10 ; 10 ; 10000 ; 6000000 ; 59990 ; 599 ;    2.34 ;    2.19 ; 225;0.00 ; 0;0.00 ; 21310;0.36 
XXX ; /tmp/gals-1626857358/ ; 50-110% ; 600 ; 10 ; 10 ; 10000 ; 6000000 ; 59990 ; 594 ;    2.24 ;    2.14 ; 67;0.00 ; 0;0.00 ; 19743;0.33 
XXX ; /tmp/gals-1626857962/ ; 50-110% ; 600 ; 10 ; 10 ; 10000 ; 6000000 ; 59990 ; 589 ;    2.71 ;    2.19 ; 267;0.00 ; 0;0.00 ; 18549;0.31 
XXX ; /tmp/gals-1626858567/ ; 50-110% ; 600 ; 10 ; 20 ; 10000 ; 6000000 ; 120006 ; 589 ;    3.04 ;    2.19 ; 1697;0.03 ; 0;0.00 ; 36908;0.62 
